task_id,priority,verification_status,claim_id,claim_text,citekey,title,source_block_id,page,locator_status,read_status,used_in_manuscript,risk,source_path,reader_display_path,source_map,snippet,next_action
verify-c009-cnki-2021-7556aafa99-b0013,65,needs_page_locator,C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,公共图书馆“抖音”短视频服务现状及发展策略研究,cnki_2021_7556aafa99:B0013,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md,paper_reading/views/paper-0231710d.html,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/source_map.json,"孙雨 陈凤娟：公共图书馆“抖音”短视频服务现状及发展策略研究 Ｓｕｎ Ｙｕ，Ｃｈｅｎ Ｆｅｎｇｊｕａｎ：Ｒｅｓｅａｒｃｈ ｏｎ ｔｈｅ Ｓｅｒｖｉｃｅ Ｓｔａｔｕｓ ａｎｄ Ｄｅｖｅｌｏｐｍｅｎｔ Ｓｔｒａｔｅｇｉｅｓ ｏｆ"" Ｔｉｋ Ｔｏｋ"" Ｓｈｏｒｔ Ｖｉｄｅｏ Ｓｅｒｖｉｃｅ ｉｎ Ｐｕｂｌｉｃ Ｌｉｂｒａｒｉｅｓ ２０２１年１月 Ｊａｎｕａｒｙ，２０２１ 馆开通抖音官方账号的比例仅６０％，仍有约四 成的公共图书馆未认识到短视频",Open original PDF/Reader and fill exact page or table locator.
verify-c009-cnki-2021-7556aafa99-b0019,65,needs_page_locator,C009,公共图书馆短视频服务问题不只在内容技巧，也在规划、团队、定位、线上线下转化和合作机制。,cnki_2021_7556aafa99,公共图书馆“抖音”短视频服务现状及发展策略研究,cnki_2021_7556aafa99:B0019,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/paper.md,paper_reading/views/paper-0231710d.html,projects/library_short_video/literature/readers/cnki_2021_7556aafa99/source_map.json,Ｌｉｂｒａｒｙ Ｗｏｒｋ Ａｎｄ Ｓｔｕｄｙ 总第２９９期 Ｓｅｒｉａｌ ２９９ 行业互动合作的典型案例。 “共战疫不孤读”活动是由太原市图书馆 发起，全国多家图书馆参与的爱心助力活动 ［９］。 活动将各馆读者证与武汉市图书馆读者证拼 接，制作成为短视频并由各馆通过抖音、微博、 微信等新媒体平台发布。这是我国图书馆界 首次自发组织、参与图书馆众多、行动最为迅 速的一次跨地域、跨省市的联动项目，最终活 动话题播放量超过８０万次。 “阅读接,Open original PDF/Reader and fill exact page or table locator.
verify-c010-cnki-2020-2a150c6df8-b0003,65,needs_page_locator,C010,热门图书馆短视频常见特征包括标题详尽、话题引导、字幕、实拍/采访、知识普及、社会文化主题、名人角色和强情绪色彩。,cnki_2020_2a150c6df8,图书馆热门短视频内容规律探究——基于抖音平台的实证研究,cnki_2020_2a150c6df8:B0003,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/paper.md,paper_reading/views/paper-c04dcc5b.html,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/source_map.json,"(Library) 2020 年第12 期（No. 12. 2020） 076 而短视频的外部特征指的是那些与内容无关的特征，例如 短视频上传到网络上的日期和时间 [6]707、短视频所在的平台 特征 [11]、短视频发布者的特征 [6, 12]713-714, 1193、短视频所在频道 的社交网络 [12-13]1193, 113 等等，根据相关研究，视频浏览量的 增长与推荐系统 [12]1186 和渠道社交网络的“越来越富”效应 有",Open original PDF/Reader and fill exact page or table locator.
verify-c010-cnki-2020-2a150c6df8-b0014,65,needs_page_locator,C010,热门图书馆短视频常见特征包括标题详尽、话题引导、字幕、实拍/采访、知识普及、社会文化主题、名人角色和强情绪色彩。,cnki_2020_2a150c6df8,图书馆热门短视频内容规律探究——基于抖音平台的实证研究,cnki_2020_2a150c6df8:B0014,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/paper.md,paper_reading/views/paper-c04dcc5b.html,projects/library_short_video/literature/readers/cnki_2020_2a150c6df8/source_map.json,然有一定的局限 性，首先成为热门短视频的影响因素较多，与短视频的外 部特征如账号的视频总数、账号的粉丝数也存在联系，其 次人为的分类也会造成一定的误差。 鉴于影响短视频是否热门的因素较多，短视频账号 的视频总数、粉丝数量、视频质量、视频分类等都会对短 视频的传播造成一定影响，文章对其内在关联的研究尚 待进一步深化。因此，期待未来有更多学者进行相关研 究，为图书馆有效利用短视频进行推广提供借鉴。 （来稿时间：2020 年8 月） 参考文献,Open original PDF/Reader and fill exact page or table locator.
verify-c011-cnki-2021-5530e86157-b0001,65,needs_page_locator,C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,基于短视频营销的公共图书馆数字阅读推广策略研究,cnki_2021_5530e86157:B0001,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md,paper_reading/views/paper-495f8717.html,projects/library_short_video/literature/readers/cnki_2021_5530e86157/source_map.json,数字网络 ２０２１年５月 Ｍａｙ，２０２１ 檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧 基于短视频营销的公共图书馆数字阅读推广策略研究 张 檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧檧 承 摘 要 短视频营销是全媒体时代公共图书馆数字阅读推广的重要手段，借助短视频营销的交互 化与情境化服务功能，对数字阅读文本进行内容补充及网络推广，有助,Open original PDF/Reader and fill exact page or table locator.
verify-c011-cnki-2021-5530e86157-b0003,65,needs_page_locator,C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,基于短视频营销的公共图书馆数字阅读推广策略研究,cnki_2021_5530e86157:B0003,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md,paper_reading/views/paper-495f8717.html,projects/library_short_video/literature/readers/cnki_2021_5530e86157/source_map.json,Ｌｉｂｒａｒｙ Ｗｏｒｋ Ａｎｄ Ｓｔｕｄｙ 总第３０３期 Ｓｅｒｉａｌ ３０３ 短视频社交平台投放数字阅读推广活动宣传 片。随后，法兰克福国家图书馆、大英图书馆、 俄罗斯国立图书馆等世界顶级公共图书馆，纷 纷开通了短视频官方账号，试图打造“关注— 搜索—参与—分享”的数字阅读推广一站式体 验闭环 ［７］。我国公共图书馆亦认识到数字阅读 推广短视频营销的价值红利，不仅围绕数字阅 读的ＩＰ内容推出爆款短视频，而且基于用户属 性和用户标签建,Open original PDF/Reader and fill exact page or table locator.
verify-c011-cnki-2021-5530e86157-b0007,65,needs_page_locator,C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,基于短视频营销的公共图书馆数字阅读推广策略研究,cnki_2021_5530e86157:B0007,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md,paper_reading/views/paper-495f8717.html,projects/library_short_video/literature/readers/cnki_2021_5530e86157/source_map.json,Ｌｉｂｒａｒｙ Ｗｏｒｋ Ａｎｄ Ｓｔｕｄｙ 总第３０３期 Ｓｅｒｉａｌ ３０３ 集群。如，国家图书馆抖音母账号不仅打造了 “阅览室的视听科技”“百草园里识百草”“国图 公开课·读书推荐”“中华传统文化百部经典” 等不同门类的抖音子账号，而且还积极与阅读 推广类抖音大Ｖ建立战略合作伙伴关系，借助 其在品牌管理、社交传播、情境建构等方面的 比较优势，扩充数字阅读推广短视频营销的价 值边界。另一方面，促进抖音号与其他自媒体 平台无缝对接，进,Open original PDF/Reader and fill exact page or table locator.
verify-c011-cnki-2021-5530e86157-b0008,65,needs_page_locator,C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,基于短视频营销的公共图书馆数字阅读推广策略研究,cnki_2021_5530e86157:B0008,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md,paper_reading/views/paper-495f8717.html,projects/library_short_video/literature/readers/cnki_2021_5530e86157/source_map.json,频营销 櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲櫲 的创新策略 ４．１ 以短视频情感营销调动用户对数字阅读 推广情绪共鸣 短视频情感营销的实质，是运用共鸣策略 让用户对短视频内容与品牌产生情感需求，进 而开展稳定长效的注意力营销。本文所选取 的公共图书馆抖音号十分注重利用短视频情 感营销手段增进用户与数字阅读推广之间的 情感联系，据此来最大化提高用户的关注热 度。因此，公共图书馆应将短视频情感营销作 为数字阅读推广的发力点，在数字阅读,Open original PDF/Reader and fill exact page or table locator.
verify-c011-cnki-2021-5530e86157-b0013,65,needs_page_locator,C011,公共图书馆短视频营销可被转译为数字阅读推广服务设计，重点包括情感营销、渠道营销、互动营销和线上线下转化。,cnki_2021_5530e86157,基于短视频营销的公共图书馆数字阅读推广策略研究,cnki_2021_5530e86157:B0013,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_5530e86157/paper.md,paper_reading/views/paper-495f8717.html,projects/library_short_video/literature/readers/cnki_2021_5530e86157/source_map.json,张 承：基于短视频营销的公共图书馆数字阅读推广实践策略研究 Ｚｈａｎｇ Ｃｈｅｎｇ：Ｒｅｓｅａｒｃｈ ｏｎ Ｓｔｒａｔｅｇｙ ｏｆ Ｄｉｇｉｔａｌ Ｒｅａｄｉｎｇ Ｐｒｏｍｏｔｉｏｎ ｉｎ Ｐｕｂｌｉｃ Ｌｉｂｒａｒｉｅｓ Ｂａｓｅｄ ｏｎ Ｓｈｏｒｔ Ｖｉｄｅｏ Ｍａｒｋｅｔｉｎｇ ２０２１年５月 Ｍａｙ，２０２１ 明细进行管理。该系统与湖南图书馆“一网读 尽”数字阅读云平台及馆方抖音账号实现了数 据共享，能够为数字阅读推广短视频营销,Open original PDF/Reader and fill exact page or table locator.
verify-c012-cnki-2021-3771e58987-b0005,65,needs_page_locator,C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,公共图书馆和高校图书馆短视频营销比较研究,cnki_2021_3771e58987:B0005,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md,paper_reading/views/paper-21739661.html,projects/library_short_video/literature/readers/cnki_2021_3771e58987/source_map.json,2021 年 第 4 期 究，根据图书馆短视频传播现状分析图书馆阅读推 广及服务推广营销。研究过程共有三个阶段，首先 选定数据平台，对数据进行统计和分析；其次运用 ＡＡＲＲＲ（Ａｃｑｕｉｓｉｔｉｏｎ，Ａｃｔｉｖａｔｉｏｎ，Ｒｅｔｅｎｔｉｏｎ，Ｒｅｖｅ－ ｎｕｅ，Ｒｅｆｅｒｒａｌ）漏斗模型对公共图书馆和高校图书馆 发布的短视频进行梳理及内容分析，对图书馆短视 频运营现状及成效进行比较研究；最后分析营销策 略，探讨新媒体平台给图书馆推广带来,Open original PDF/Reader and fill exact page or table locator.
verify-c012-cnki-2021-3771e58987-b0007,65,needs_page_locator,C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,公共图书馆和高校图书馆短视频营销比较研究,cnki_2021_3771e58987:B0007,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md,paper_reading/views/paper-21739661.html,projects/library_short_video/literature/readers/cnki_2021_3771e58987/source_map.json,2021 年 第 4 期 ３ 图书馆短视频营销现状 ３． １ 样本数据分析 本文采用网络调查法，在抖音、快手、Ｂ站三个 ＡＰＰ平台上以“图书馆”为关键词进行检索，并对检 索结果进行筛选，参考《第六次全国县级以上公共图 书馆评估定级上等级图书馆名单》 ［４２］及教育部网站 《２０１９年全国高等学校名单》 ［４３］删除机构图书馆账 号、个人图书馆账号及内容与图书馆业务无关的账 号，只保留公共图书馆机构认证用户１６１个、高校图 书馆机构认证用,Open original PDF/Reader and fill exact page or table locator.
verify-c012-cnki-2021-3771e58987-b0009,65,needs_page_locator,C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,公共图书馆和高校图书馆短视频营销比较研究,cnki_2021_3771e58987:B0009,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md,paper_reading/views/paper-21739661.html,projects/library_short_video/literature/readers/cnki_2021_3771e58987/source_map.json,2021 年 第 4 期 ３． １． ２ 图书馆账号开设的成效分析 ３． １． ２． １ 账号增量 ２０２０年９月３日—２０２１年１月２日期间，各平 台图书馆认证账号增量情况如表２所示。括号中的 平台表示２０２０年９月３日之前该机构已在其他平 台开设账号（数据统计截至２０２１年１月２日）。 表２ 视频账号增量情况 公共图书馆 高校图书馆 抖音平台 账号增量 承德市图书馆、宁夏回 族自治区图书馆、读享 福州、北京市顺义区图 书馆 南开大学,Open original PDF/Reader and fill exact page or table locator.
verify-c012-cnki-2021-3771e58987-b0016,65,needs_page_locator,C012,公共图书馆与高校图书馆短视频营销可以通过馆型差异、平台差异和 AARRR 用户生命周期共同分析。,cnki_2021_3771e58987,公共图书馆和高校图书馆短视频营销比较研究,cnki_2021_3771e58987:B0016,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2021_3771e58987/paper.md,paper_reading/views/paper-21739661.html,projects/library_short_video/literature/readers/cnki_2021_3771e58987/source_map.json,找契合点。视频是图书馆向公众传递信息的渠道 之一。在视频制作中，要注意规避版权问题，与参与 视频拍摄的嘉宾签订版权协议。其次，要根据我国 《著作权法》合理使用在视频中所选取的各类素材。 ５ 结语 与曾经的微博、微信一样，短视频通过在场感、 可视化的传播方式，进一步拓展了图书馆的服务范 围，拉近了图书馆与读者之间的距离，加深了彼此的 情感交流，使图书馆的服务更具情感。同时，短视频 平台强势来袭，短视频逐渐成为信息传播的主要方 式之一，也促,Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0005,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0005,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"刘青 郭嘉如:基于SICAS模型的公共图书馆短视频营销策略研究* LiuQing,GuoJiaru:ResearchonShortVideoMarketingStrategiesofPublicLibraryBasedonSICASModel 2023年1月 January,2023 是多维互动的,而非单向递进的过程。SICAS 模型如图1所示。 社会化网络、 分享连接、 位置互联 基于Open API-LBS- Ad Network",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0006,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0006,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,段 核心阶段 转化阶段 拓展阶段 Sense 图书馆-用户 全方位相互感知 Connect & Communicate 多层次建立连接 以激发交流意愿 Interest & Interactive 动态响应需求 以激活兴趣 Action 多渠道联合 以促进用户转化 Share 鼓励图书馆 相关体验分享 图2 基于SICAS的公共图书馆短视频营销模型 􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈 4 公共图书馆短视频营销现状 􀥈􀥈􀥈􀥈􀥈,Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0007,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0007,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"LibraryWorkAndStudy 总第323期 Serial323 至2021年12月2日,表1、表2中近30日内新增 作品、新增点赞、新增评论、新增分享、新增粉丝、 总粉丝、总点赞与总作品数据均来自飞瓜数据分 析平台[19],其余数据由笔者手动收集。 本研究基于清博大数据平台发布的抖音 号传播力指数V1.0(DCI),对近30日内新增 作品、新增点赞、新增评论、新增分享、新增粉 丝与总粉丝共6项数据进行标准化处理及加权 计算,通",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0008,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0008,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"低。经抖音用户名搜 索结果可得,目前共59个区级及以上公共图 书馆开设了账号,其中粉丝量超一万的图书 馆数量仅11 个,占比仅为18.6%。(2)用户 粘性低,感知效果差。粉丝量最高的江西省 图书馆前期的引流主力为旺宝与图图智能机 器人的趣味对话,在粉丝量快速上涨后没有 根据用户需求形成自身的内容风格,后期视 频发布内容缺乏创新,近30天减少了4928名 粉丝,留存用户能力低。(3)缺少私域渠道布 局意识。私域流量指可在任意时间与频次直",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0009,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0009,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"刘青 郭嘉如:基于SICAS模型的公共图书馆短视频营销策略研究* LiuQing,GuoJiaru:ResearchonShortVideoMarketingStrategiesofPublicLibraryBasedonSICASModel 2023年1月 January,2023 热门视频点赞数占比最高的浙江图书馆短视 频时长大多在15秒以内,平均更新频率为每周 2至3条,均配以统一的封面、富有感召力的标 题与趣味的表情包图片,因而",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0010,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0010,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"一的封面与标题形式,结 合网络语言、表情包配图及流行的社会议题, 能以2-3 秒的趣味封面迅速吸引用户关注。 (2)积极参与评论区互动。广东省立中山图书 馆在评论区常结合视频内容推荐相关书籍,如 在标题为“宋徽宗:一生做什么都很出色,唯独 做不好皇帝”抖音视频评论区中,置顶推荐了 宋徽宗关于茶的专论《大观茶论》,并积极参与 下方热评的回复与互动,展现了较好的亲和 力。(3)内容结合民族、爱国主题或争议性的 社会热点问题。针对爱国及民族历",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0011,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0011,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"LibraryWorkAndStudy 总第323期 Serial323 任何联系方式,主页信息亟待完善。(2)大部 分公共图书馆有意识地在文案中添加话题或 拓展阅读的链接。广东省立中山图书馆在短 视频下方提供图书馆地址的定位链接,发布场 馆环境、设备、活动相关视频等激发读者访问 图书馆的兴趣和欲望,同时还在文案处提供各 类话题的链接,帮助用户拓展阅读。 4.5 分享———用户分享意愿 体验分享可促使用户发现自身潜在需 求,使本轮用户消",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0012,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0012,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"用户对图书 馆信息的全方位感知。在线下感知拓宽方面, 公共图书馆可利用实体场馆人流量较大的位 置、智能设备、讲座、展览等积极宣传短视频账 号,引导用户现场进行短视频录制,将线下用 户转化为活跃于线上的用户体验分享者,以用 户生成内容(UCG)带动口碑传播,为公共图书 馆进行“线下—线上—线下”的联动推广。在 线上感知拓宽方面,对于同一短视频平台,面 向不同的社会人群如儿童、青少年、社会公众 等,可分别建立对应的账号,根据不同的人群 需求",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0013,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0013,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"刘青 郭嘉如:基于SICAS模型的公共图书馆短视频营销策略研究* LiuQing,GuoJiaru:ResearchonShortVideoMarketingStrategiesofPublicLibraryBasedonSICASModel 2023年1月 January,2023 用户行为反馈 推荐或屏蔽 大数据技术 其他线上渠道：在短视频 平台介绍或链接中提示 其他平台账号或内容 线下渠道：利用短视频配 合图书馆线下活动导播、 发",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0014,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0014,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"中增加反问句式或正确情感倾向 引导,营造轻松且安全的社交氛围,促进用户 表达意见。 5.3 以提问与互动同用户建立连接 在短视频选题方面,应在趣味与严肃中保 持平衡,通过提出具有争议性的论题,增强社 交互动的引导。(1)结合社会热点。因社会热 点影响的受众广泛,具有较强的话题争议性, 短视频平台也将产生相应的流量倾斜,因此, 可以选择与公共图书馆相关的热点问题,能有 效激发用户间的观点碰撞。(2)适当添加图书 馆场馆要素。关注公共图书馆",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0015,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0015,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"LibraryWorkAndStudy 总第323期 Serial323 是热评。除了单纯地对用户意见表示赞同外, 账号运营者还可以融入自身对问题的思考,适 时解决用户疑惑,促进双方知识交流,与大众 建立有温度、更亲和的“好友链接”。短视频平 台上的即时评论交互功能,让用户与公共图书 馆不受时间区域的限制,实现“点对点”交流, 打破了传统服务方式的疏离感,能更好培养用 户对公共图书馆的信任感。 5.4 以软营销触发用户转化行为 短视频账",Open original PDF/Reader and fill exact page or table locator.
verify-c013-cnki-2023-34348faa1e-b0016,65,needs_page_locator,C013,SICAS 可以作为图书馆短视频从感知到服务行动再到分享回流的过程组织框架。,cnki_2023_34348faa1e,基于SICAS模型的公共图书馆短视频营销策略研究,cnki_2023_34348faa1e:B0016,,page_pending,skimmed,false,needs_human_validation;page_locator_pending;page_missing,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/paper.md,paper_reading/views/cnki_2023_34348faa1e-reader.html,projects/library_short_video/literature/readers/cnki_2023_34348faa1e/source_map.json,"享,在共生式、交 互式的社交生态中扩大账号影响力。 􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈 6 结语 􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈􀥈 总体而言,我国公共图书馆短视频营销的 整体水平不高,运营内容与方式比较单一。本 文基于SICAS模型提出以全媒体渠道拓宽感 知、以沉浸式内容吸引兴趣、以提问与互动建 立连接、以软营销触发转化和以激励促进传播 的公共图书馆短视频营销策略,有助于为我国 图书馆阅读推广提供新的思路与启迪",Open original PDF/Reader and fill exact page or table locator.
